"Merit No.","MHT-CET Score","Branch","Gender","Candidate Category","Seat Type","College Name","Application ID"
"58943","79.4895283","Computer Science and Engineering","M","OPEN","~ MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24220816"
"60505","78.9561170","Computer Science and Engineering","F","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24112687"
"60666","78.9173428","Computer Science and Engineering","F","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24125083"
"61876","78.2152555","Computer Science and Engineering","F","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24218791"
"62048","78.1973837","Computer Science and Engineering","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24230462"
"63536","77.8206850","Computer Science and Engineering","F","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24312903"
"67913","76.0337773","Computer Science and Engineering","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24217536"
"68482","75.6212581","Computer Science and Engineering","F","SC","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24127196"
"69292","75.3516004","Computer Science and Engineering","F","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24223295"
"69526","75.3410409","Computer Science and Engineering","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24210020"
"72088","74.3614357","Computer Science and Engineering","F","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24274464"
"72549","74.1162962","Computer Science and Engineering","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24255670"
"74952","73.1237323","Computer Science and Engineering","F","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24251333"
"75951","72.7750912","Computer Science and Engineering","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24230275"
"76471","72.5041736","Computer Science and Engineering","M","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24133611"
"77519","72.1239122","Computer Science and Engineering","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24218434"
"83077","69.7604398","Computer Science and Engineering","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24260258"
"83124","69.7604398","Computer Science and Engineering","M","OPEN","MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24207004"
"83362","69.6279360","Computer Science and Engineering","F","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24161096"
"84990","68.7156482","Computer Science and Engineering","F","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24204398"
"85497","68.4785771","Computer Science and Engineering","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24223186"
"86110","68.2901694","Computer Science and Engineering","M","OPEN","~ MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24270745"
"86410","68.1767082","Computer Science and Engineering","M","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24217123"
"88987","67.0458361","Computer Science and Engineering","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24225480"
"89535","66.8404462","Computer Science and Engineering","M","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24214870"
"90077","66.4751458","Computer Science and Engineering","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24141344"
"90641","66.0164943","Computer Science and Engineering","F","SC","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24267331"
"16096","94.6546232","Computer Science and Engineering","M","OPEN","^ TFWS","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24288675"
"20237","93.2798858","Computer Science and Engineering","M","OPEN","ATFWS","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24217667"
"22903","92.3371011","Computer Science and Engineering","M","OPEN","* TFWS","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24218985"
"30272","89.8015148","Information Technology","M","OPEN","TFWS","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24289728"
"38478","86.8553381","Information Technology","M","OPEN","ATFWS","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24326841"
"41770","85.5759641","Information Technology","F","OPEN","^ TFWS","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24212787"
"15156","95.0008395","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","GOPENH","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24240060"
"16077","94.6574281","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","F","SEBC$","* LOPENH","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24135410"
"17306","94.2401197","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","SC","^ GOPENH","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24283098"
"22206","92.6335559","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","^ GOPENH","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24155473"
"24315","91.8929842","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","^ GOPENH","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24104591"
"25554","91.4911730","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","GOPENH","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24128968"
"31356","89.3399508","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","^ GOPENH","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24285215"
"31413","89.3399508","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","F","OPEN","^ LOPENH","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24138707"
"34222","88.5013511","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","F","OPEN","- GOPENH","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24204987"
"51113","82.4585869","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","F","OPEN","- LOPENO","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24300817"
"52049","81.9801476","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","F","OPEN","* GOPENO","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24282239"
"62768","77.8445199","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","F","OBC"," GOPENO","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24118094"
"74085","73.4468855","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN"," GOPENO","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24109660"
"79204","71.3988776","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","F","OPEN","- GOPENO","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24217898"
"16210","94.5993915","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","F","OPEN","MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24127138"
"17479","94.1728861","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","F","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24119326"
"20226","93.2798858","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24169656"
"21166","92.9340568","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24217878"
"25335","91.5509861","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24105693"
"26677","91.0655077","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24103546"
"31396","89.3399508","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24185961"
"37109","87.4463921","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24156449"
"41415","85.8772819","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24147591"
"44286","84.7973394","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24171247"
"59780","79.1318865","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24111238"
"63470","77.8206850","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24128557"
"65101","76.8897938","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","F","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24117501"
"67679","76.1268781","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","F","SBC","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24171610"
"71414","74.4421543","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","F","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24174811"
"72549","74.1162962","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24255670"
"74952","73.1237323","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","F","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24251333"
"75951","72.7750912","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24230275"
"76471","72.5041736","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24133611"
"77519","72.1239122","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24218434"
"83077","69.7604398","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24260258"
"83124","69.7604398","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24207004"
"83362","69.6279360","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","F","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24161096"
"84990","68.7156482","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","F","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24204398"
"85497","68.4785771","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24223186"
"86110","68.2901694","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","~ MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24270745"
"86410","68.1767082","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24217123"
"88987","67.0458361","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24225480"
"89535","66.8404462","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24214870"
"90077","66.4751458","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24141344"
"90641","66.0164943","Computer Science and Engineering (Artificial Intelligence and Machine Learning)","F","SC","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24267331"
"33923","88.5539410","Information Technology","F","OPEN","MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24151379"
"34798","88.1575410","Information Technology","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24116304"
"34987","88.1228442","Information Technology","M","OPEN","& MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24213377"
"36038","87.8152279","Information Technology","F","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24153558"
"37989","86.9701586","Information Technology","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24240219"
"38223","86.8966951","Information Technology","M","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24233415"
"38381","86.8891290","Information Technology","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24175546"
"39267","86.6547892","Information Technology","M","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24141937"
"41898","85.5352459","Information Technology","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24183616"
"43316","85.2125768","Information Technology","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24235887"
"43751","85.0743746","Information Technology","F","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24132078"
"44336","84.7973394","Information Technology","M","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24130687"
"45353","84.4941393","Information Technology","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24167295"
"49499","82.8590175","Information Technology","F","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24213450"
